lead_I,lead_II,lead_III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.016,0.002,0.019,0.006,-0.018,0.01,0.008,-0.012,-0.091,-0.157,-0.131,-0.105
-0.011,-0.002,0.009,0.007,-0.01,0.003,0.012,-0.008,-0.09,-0.154,-0.128,-0.105
-0.004,-0.006,-0.002,0.005,0.0,-0.004,0.016,-0.004,-0.089,-0.155,-0.125,-0.105
0.0,-0.01,-0.01,0.005,0.005,-0.01,0.02,0.0,-0.085,-0.155,-0.125,-0.105
0.008,-0.014,-0.022,0.004,0.016,-0.018,0.02,0.004,-0.085,-0.155,-0.125,-0.105
0.015,-0.015,-0.03,0.001,0.023,-0.022,0.02,0.005,-0.082,-0.155,-0.125,-0.105
0.028,-0.016,-0.044,-0.005,0.036,-0.03,0.02,0.007,-0.079,-0.155,-0.125,-0.105
0.034,-0.021,-0.055,-0.006,0.045,-0.038,0.02,0.011,-0.08,-0.154,-0.125,-0.105
0.02,-0.025,-0.045,0.003,0.033,-0.035,0.02,0.01,-0.08,-0.15,-0.125,-0.105
0.012,-0.029,-0.04,0.009,0.026,-0.035,0.02,0.01,-0.08,-0.15,-0.121,-0.105
0.004,-0.034,-0.038,0.015,0.021,-0.036,0.02,0.013,-0.077,-0.15,-0.12,-0.105
-0.004,-0.035,-0.031,0.02,0.014,-0.033,0.02,0.016,-0.074,-0.15,-0.12,-0.105
-0.012,-0.036,-0.024,0.024,0.006,-0.03,0.02,0.015,-0.075,-0.15,-0.12,-0.105
-0.02,-0.04,-0.02,0.03,0.0,-0.03,0.02,0.015,-0.075,-0.15,-0.12,-0.105
-0.024,-0.041,-0.016,0.033,-0.004,-0.028,0.02,0.019,-0.075,-0.146,-0.116,-0.105
-0.028,-0.037,-0.009,0.033,-0.009,-0.023,0.02,0.02,-0.076,-0.145,-0.115,-0.102
-0.03,-0.033,-0.002,0.032,-0.014,-0.018,0.02,0.02,-0.073,-0.145,-0.115,-0.099
-0.03,-0.029,0.001,0.029,-0.015,-0.014,0.02,0.02,-0.07,-0.145,-0.115,-0.1
-0.03,-0.025,0.005,0.027,-0.017,-0.01,0.02,0.02,-0.07,-0.145,-0.115,-0.1
-0.03,-0.021,0.009,0.025,-0.019,-0.006,0.02,0.024,-0.07,-0.145,-0.111,-0.1
-0.031,-0.017,0.014,0.024,-0.022,-0.002,0.02,0.026,-0.071,-0.146,-0.11,-0.1
-0.027,-0.013,0.014,0.02,-0.02,0.001,0.02,0.024,-0.068,-0.143,-0.11,-0.1
-0.035,-0.009,0.026,0.022,-0.031,0.009,0.02,0.026,-0.065,-0.14,-0.11,-0.1
-0.06,-0.005,0.055,0.032,-0.057,0.025,0.02,0.03,-0.065,-0.14,-0.11,-0.1
-0.053,-0.001,0.052,0.027,-0.053,0.026,0.02,0.03,-0.065,-0.14,-0.11,-0.1
-0.046,0.003,0.049,0.021,-0.048,0.026,0.02,0.029,-0.065,-0.14,-0.107,-0.1
-0.044,0.007,0.05,0.018,-0.047,0.028,0.02,0.032,-0.065,-0.14,-0.104,-0.1
-0.039,0.011,0.05,0.014,-0.044,0.031,0.02,0.035,-0.064,-0.139,-0.105,-0.1
-0.035,0.015,0.05,0.01,-0.043,0.032,0.02,0.035,-0.06,-0.135,-0.105,-0.1
-0.036,0.014,0.05,0.011,-0.043,0.032,0.02,0.051,-0.06,-0.135,-0.105,-0.1
-0.027,0.023,0.05,0.002,-0.039,0.036,0.02,0.06,-0.057,-0.135,-0.102,-0.1
-0.013,0.037,0.05,-0.012,-0.031,0.044,0.02,0.06,-0.055,-0.135,-0.099,-0.1
-0.004,0.046,0.05,-0.021,-0.028,0.047,0.019,0.06,-0.054,-0.135,-0.1,-0.1
-0.005,0.045,0.05,-0.02,-0.028,0.047,0.015,0.06,-0.05,-0.135,-0.1,-0.1
-0.005,0.045,0.05,-0.02,-0.028,0.047,0.015,0.06,-0.05,-0.135,-0.1,-0.1
-0.005,0.045,0.05,-0.02,-0.028,0.047,0.015,0.06,-0.051,-0.132,-0.101,-0.1
-0.005,0.045,0.05,-0.02,-0.028,0.047,0.015,0.059,-0.048,-0.129,-0.098,-0.1
-0.005,0.045,0.05,-0.02,-0.028,0.047,0.014,0.061,-0.045,-0.13,-0.095,-0.1
-0.005,0.045,0.05,-0.02,-0.028,0.047,0.01,0.07,-0.045,-0.13,-0.095,-0.1
-0.004,0.047,0.05,-0.021,-0.028,0.048,0.01,0.075,-0.041,-0.13,-0.095,-0.1
-0.012,0.036,0.048,-0.012,-0.031,0.041,0.01,0.072,-0.04,-0.131,-0.092,-0.1
-0.012,0.046,0.058,-0.017,-0.035,0.051,0.01,0.069,-0.038,-0.128,-0.089,-0.1
-0.004,0.068,0.072,-0.032,-0.038,0.069,0.01,0.07,-0.034,-0.125,-0.09,-0.099
-0.01,0.06,0.07,-0.025,-0.04,0.065,0.01,0.07,-0.035,-0.125,-0.09,-0.095
-0.016,0.053,0.069,-0.018,-0.043,0.061,0.006,0.07,-0.035,-0.125,-0.086,-0.095
-0.003,0.073,0.076,-0.035,-0.04,0.074,0.005,0.07,-0.032,-0.125,-0.084,-0.096
0.007,0.091,0.084,-0.049,-0.039,0.087,0.005,0.069,-0.027,-0.125,-0.086,-0.093
-0.004,0.089,0.093,-0.043,-0.049,0.091,0.005,0.072,-0.025,-0.125,-0.084,-0.09
-0.015,0.09,0.105,-0.038,-0.06,0.097,0.005,0.085,-0.025,-0.125,-0.08,-0.09
0.0,0.106,0.106,-0.054,-0.053,0.105,0.005,0.09,-0.021,-0.117,-0.08,-0.09
0.012,0.115,0.103,-0.064,-0.046,0.109,0.002,0.093,-0.016,-0.111,-0.081,-0.09
0.002,0.114,0.112,-0.059,-0.055,0.113,-0.001,0.098,-0.015,-0.108,-0.078,-0.088
-0.003,0.126,0.129,-0.062,-0.066,0.127,0.0,0.1,-0.014,-0.104,-0.075,-0.085
0.015,0.155,0.14,-0.085,-0.063,0.147,0.0,0.1,-0.005,-0.1,-0.075,-0.085
0.012,0.156,0.145,-0.085,-0.067,0.15,-0.004,0.108,-0.001,-0.096,-0.075,-0.085
0.009,0.154,0.145,-0.082,-0.068,0.15,-0.005,0.113,0.002,-0.093,-0.072,-0.082
0.01,0.155,0.145,-0.083,-0.068,0.15,-0.005,0.119,0.009,-0.085,-0.069,-0.08
0.011,0.155,0.144,-0.083,-0.067,0.15,-0.005,0.127,0.016,-0.072,-0.07,-0.08
0.01,0.155,0.145,-0.083,-0.068,0.15,-0.005,0.13,0.02,-0.065,-0.07,-0.08
-0.006,0.156,0.161,-0.076,-0.084,0.159,-0.009,0.133,0.024,-0.057,-0.062,-0.081
-0.018,0.151,0.17,-0.067,-0.095,0.16,-0.01,0.143,0.028,-0.049,-0.053,-0.074
-0.002,0.168,0.17,-0.083,-0.086,0.168,-0.01,0.158,0.034,-0.041,-0.048,-0.067
0.024,0.195,0.17,-0.11,-0.073,0.182,-0.01,0.173,0.05,-0.033,-0.043,-0.064
0.03,0.2,0.17,-0.115,-0.07,0.185,-0.01,0.18,0.07,-0.025,-0.035,-0.06
0.034,0.204,0.17,-0.119,-0.068,0.186,-0.014,0.184,0.075,-0.017,-0.027,-0.052
0.035,0.208,0.173,-0.122,-0.069,0.19,-0.016,0.191,0.078,-0.012,-0.022,-0.046
0.035,0.211,0.176,-0.123,-0.07,0.193,-0.014,0.199,0.081,-0.006,-0.017,-0.044
0.035,0.21,0.175,-0.123,-0.07,0.192,-0.016,0.207,0.088,0.001,-0.008,-0.037
0.035,0.21,0.175,-0.123,-0.07,0.192,-0.02,0.22,0.105,0.005,0.0,-0.025
0.039,0.214,0.175,-0.127,-0.068,0.195,-0.02,0.241,0.126,0.013,0.004,-0.017
0.041,0.216,0.174,-0.129,-0.067,0.195,-0.02,0.249,0.137,0.018,0.01,-0.006
0.037,0.214,0.177,-0.126,-0.07,0.195,-0.02,0.255,0.143,0.024,0.02,0.004
0.036,0.216,0.18,-0.126,-0.073,0.198,-0.021,0.268,0.153,0.039,0.026,0.013
0.045,0.225,0.18,-0.135,-0.068,0.202,-0.025,0.275,0.17,0.06,0.03,0.025
0.061,0.241,0.18,-0.151,-0.06,0.21,-0.025,0.279,0.187,0.082,0.046,0.033
0.077,0.258,0.181,-0.168,-0.052,0.219,-0.025,0.281,0.192,0.085,0.059,0.041
0.092,0.27,0.178,-0.181,-0.044,0.224,-0.025,0.292,0.203,0.091,0.073,0.048
0.093,0.276,0.183,-0.184,-0.046,0.229,-0.026,0.308,0.225,0.108,0.089,0.059
0.08,0.28,0.2,-0.18,-0.06,0.24,-0.03,0.315,0.24,0.12,0.1,0.075
0.088,0.289,0.201,-0.189,-0.056,0.245,-0.03,0.319,0.253,0.137,0.109,0.076
0.09,0.29,0.2,-0.19,-0.055,0.244,-0.03,0.323,0.261,0.142,0.113,0.072
0.109,0.309,0.2,-0.209,-0.046,0.254,-0.03,0.327,0.272,0.155,0.119,0.085
0.115,0.323,0.209,-0.219,-0.048,0.266,-0.03,0.331,0.29,0.181,0.136,0.102
0.085,0.31,0.225,-0.198,-0.07,0.267,-0.03,0.335,0.305,0.195,0.155,0.105
0.118,0.343,0.226,-0.231,-0.054,0.284,-0.03,0.335,0.309,0.203,0.154,0.117
0.123,0.348,0.225,-0.236,-0.051,0.287,-0.029,0.338,0.316,0.211,0.167,0.127
0.129,0.352,0.223,-0.241,-0.047,0.288,-0.032,0.34,0.322,0.217,0.176,0.134
0.153,0.382,0.229,-0.268,-0.039,0.306,-0.035,0.341,0.327,0.221,0.178,0.142
0.15,0.4,0.25,-0.275,-0.05,0.325,-0.035,0.345,0.335,0.23,0.195,0.15
0.149,0.396,0.247,-0.273,-0.049,0.322,-0.035,0.346,0.343,0.239,0.2,0.154
0.151,0.395,0.244,-0.273,-0.047,0.319,-0.035,0.342,0.351,0.242,0.202,0.157
0.148,0.394,0.245,-0.271,-0.049,0.319,-0.035,0.339,0.359,0.252,0.208,0.166
0.144,0.389,0.245,-0.267,-0.05,0.316,-0.035,0.34,0.366,0.268,0.218,0.177
0.145,0.39,0.245,-0.268,-0.05,0.317,-0.035,0.34,0.37,0.275,0.23,0.18
0.154,0.4,0.246,-0.277,-0.046,0.323,-0.035,0.34,0.374,0.279,0.234,0.179
0.185,0.425,0.241,-0.306,-0.028,0.333,-0.032,0.341,0.378,0.284,0.238,0.185
0.175,0.436,0.261,-0.306,-0.043,0.348,-0.03,0.338,0.38,0.285,0.242,0.193
0.141,0.429,0.288,-0.286,-0.073,0.358,-0.029,0.335,0.38,0.286,0.246,0.195
0.15,0.43,0.28,-0.29,-0.065,0.355,-0.025,0.335,0.38,0.29,0.245,0.19
0.152,0.432,0.28,-0.292,-0.064,0.355,-0.025,0.335,0.378,0.291,0.241,0.186
0.175,0.452,0.277,-0.313,-0.052,0.364,-0.022,0.335,0.393,0.287,0.24,0.182
0.185,0.459,0.275,-0.323,-0.045,0.367,-0.02,0.336,0.399,0.283,0.24,0.178
0.173,0.447,0.274,-0.311,-0.051,0.36,-0.019,0.333,0.387,0.28,0.24,0.175
0.17,0.44,0.27,-0.305,-0.05,0.355,-0.015,0.32,0.38,0.28,0.24,0.175
0.162,0.432,0.27,-0.297,-0.054,0.351,-0.015,0.307,0.372,0.276,0.24,0.171
0.157,0.424,0.267,-0.291,-0.055,0.345,-0.012,0.299,0.364,0.271,0.241,0.167
0.151,0.415,0.265,-0.284,-0.057,0.34,-0.01,0.29,0.355,0.271,0.235,0.163
0.145,0.409,0.264,-0.277,-0.06,0.336,-0.009,0.277,0.349,0.267,0.222,0.159
0.145,0.405,0.26,-0.275,-0.058,0.332,-0.005,0.265,0.345,0.25,0.21,0.155
0.129,0.39,0.26,-0.259,-0.066,0.324,-0.005,0.258,0.326,0.234,0.198,0.156
0.118,0.373,0.255,-0.245,-0.069,0.313,-0.002,0.243,0.305,0.218,0.186,0.144
0.111,0.357,0.246,-0.234,-0.068,0.301,0.0,0.228,0.285,0.204,0.172,0.129
0.104,0.342,0.238,-0.223,-0.068,0.29,0.001,0.217,0.266,0.191,0.156,0.116
0.1,0.33,0.23,-0.215,-0.065,0.28,0.005,0.205,0.25,0.175,0.14,0.1
0.092,0.314,0.222,-0.203,-0.065,0.268,0.005,0.193,0.234,0.159,0.124,0.088
0.087,0.301,0.213,-0.194,-0.063,0.257,0.005,0.181,0.221,0.142,0.111,0.076
0.081,0.289,0.208,-0.185,-0.064,0.248,0.005,0.169,0.207,0.129,0.098,0.066
0.075,0.277,0.203,-0.176,-0.064,0.239,0.005,0.157,0.192,0.116,0.081,0.057
0.075,0.265,0.19,-0.17,-0.058,0.227,0.005,0.145,0.18,0.1,0.065,0.045
0.063,0.245,0.182,-0.154,-0.059,0.213,0.009,0.138,0.149,0.085,0.049,0.037
0.053,0.227,0.175,-0.14,-0.061,0.201,0.01,0.124,0.117,0.062,0.032,0.026
0.048,0.212,0.164,-0.13,-0.058,0.188,0.01,0.107,0.096,0.039,0.02,0.016
0.043,0.196,0.153,-0.12,-0.055,0.174,0.01,0.091,0.082,0.021,0.013,0.007
0.035,0.18,0.145,-0.108,-0.055,0.162,0.01,0.075,0.07,0.005,0.005,-0.005
0.027,0.164,0.137,-0.096,-0.055,0.15,0.01,0.058,0.058,-0.007,-0.003,-0.013
0.02,0.151,0.131,-0.085,-0.056,0.14,0.013,0.048,0.046,-0.019,-0.011,-0.024
0.009,0.139,0.13,-0.074,-0.061,0.134,0.016,0.041,0.032,-0.032,-0.019,-0.034
-0.002,0.128,0.129,-0.063,-0.065,0.128,0.015,0.033,0.016,-0.041,-0.026,-0.042
-0.005,0.12,0.125,-0.058,-0.065,0.122,0.015,0.025,0.0,-0.045,-0.035,-0.05
-0.013,0.112,0.125,-0.05,-0.069,0.118,0.015,0.017,-0.016,-0.069,-0.06,-0.054
-0.018,0.104,0.122,-0.043,-0.07,0.113,0.015,0.009,-0.03,-0.083,-0.073,-0.061
-0.023,0.097,0.12,-0.037,-0.072,0.108,0.015,0.001,-0.038,-0.087,-0.077,-0.068
-0.033,0.087,0.119,-0.027,-0.076,0.103,0.015,-0.007,-0.041,-0.091,-0.081,-0.071
-0.035,0.08,0.115,-0.023,-0.075,0.097,0.015,-0.015,-0.045,-0.095,-0.085,-0.075
-0.018,0.097,0.115,-0.04,-0.067,0.106,0.019,-0.023,-0.053,-0.103,-0.089,-0.079
-0.016,0.096,0.112,-0.04,-0.064,0.104,0.02,-0.028,-0.057,-0.108,-0.093,-0.083
-0.024,0.087,0.11,-0.031,-0.067,0.098,0.02,-0.033,-0.066,-0.112,-0.096,-0.086
-0.024,0.084,0.109,-0.03,-0.067,0.096,0.02,-0.042,-0.077,-0.116,-0.094,-0.084
-0.02,0.08,0.1,-0.03,-0.06,0.09,0.02,-0.05,-0.08,-0.12,-0.09,-0.08
-0.024,0.072,0.096,-0.024,-0.06,0.083,0.02,-0.055,-0.08,-0.124,-0.09,-0.08
-0.026,0.066,0.092,-0.021,-0.059,0.079,0.02,-0.052,-0.08,-0.126,-0.09,-0.081
-0.024,0.064,0.088,-0.02,-0.057,0.075,0.02,-0.049,-0.08,-0.123,-0.09,-0.078
-0.026,0.058,0.084,-0.017,-0.055,0.071,0.021,-0.05,-0.08,-0.12,-0.09,-0.075
-0.03,0.05,0.08,-0.01,-0.055,0.065,0.025,-0.05,-0.08,-0.12,-0.09,-0.075
-0.03,0.046,0.076,-0.008,-0.054,0.061,0.025,-0.05,-0.084,-0.12,-0.086,-0.075
-0.029,0.042,0.071,-0.007,-0.051,0.057,0.025,-0.05,-0.085,-0.12,-0.085,-0.076
-0.032,0.038,0.07,-0.003,-0.051,0.054,0.025,-0.05,-0.085,-0.12,-0.085,-0.073
-0.035,0.034,0.069,0.001,-0.053,0.051,0.025,-0.05,-0.085,-0.12,-0.085,-0.07
-0.035,0.03,0.065,0.002,-0.05,0.047,0.025,-0.05,-0.085,-0.12,-0.085,-0.07
-0.039,0.026,0.065,0.006,-0.053,0.046,0.025,-0.05,-0.085,-0.12,-0.085,-0.07
-0.041,0.022,0.062,0.009,-0.052,0.042,0.025,-0.05,-0.082,-0.12,-0.086,-0.07
-0.04,0.02,0.059,0.01,-0.049,0.039,0.025,-0.05,-0.077,-0.12,-0.083,-0.068
-0.04,0.02,0.06,0.01,-0.05,0.04,0.025,-0.05,-0.075,-0.12,-0.08,-0.065
-0.04,0.02,0.06,0.01,-0.05,0.04,0.025,-0.05,-0.075,-0.12,-0.08,-0.065
-0.035,0.02,0.056,0.007,-0.045,0.038,0.025,-0.046,-0.071,-0.12,-0.08,-0.065
-0.038,0.017,0.055,0.01,-0.047,0.036,0.025,-0.045,-0.067,-0.117,-0.08,-0.062
-0.039,0.014,0.053,0.012,-0.046,0.034,0.025,-0.045,-0.063,-0.114,-0.08,-0.06
-0.035,0.015,0.05,0.01,-0.043,0.032,0.025,-0.045,-0.068,-0.115,-0.079,-0.06
-0.035,0.015,0.05,0.01,-0.043,0.032,0.025,-0.045,-0.085,-0.115,-0.075,-0.06
-0.03,0.015,0.046,0.007,-0.039,0.031,0.025,-0.045,-0.086,-0.115,-0.075,-0.06
-0.033,0.012,0.045,0.01,-0.039,0.028,0.025,-0.045,-0.082,-0.115,-0.075,-0.057
-0.035,0.009,0.045,0.012,-0.04,0.026,0.025,-0.045,-0.093,-0.115,-0.075,-0.054
-0.036,0.01,0.046,0.012,-0.041,0.028,0.025,-0.045,-0.106,-0.115,-0.075,-0.055
-0.04,0.01,0.05,0.015,-0.045,0.03,0.025,-0.045,-0.1,-0.115,-0.075,-0.055
-0.04,0.01,0.05,0.015,-0.045,0.03,0.025,-0.045,-0.1,-0.115,-0.075,-0.055
-0.039,0.011,0.05,0.014,-0.045,0.03,0.025,-0.045,-0.1,-0.115,-0.078,-0.058
-0.042,0.008,0.05,0.017,-0.046,0.029,0.025,-0.045,-0.1,-0.115,-0.081,-0.062
-0.045,0.005,0.05,0.02,-0.048,0.027,0.025,-0.045,-0.099,-0.115,-0.08,-0.066
-0.045,0.005,0.05,0.02,-0.048,0.027,0.025,-0.045,-0.095,-0.115,-0.08,-0.07
-0.045,0.005,0.05,0.02,-0.048,0.027,0.025,-0.045,-0.095,-0.119,-0.084,-0.07
-0.044,0.006,0.049,0.019,-0.047,0.027,0.025,-0.045,-0.095,-0.12,-0.086,-0.073
-0.049,0.003,0.052,0.023,-0.051,0.027,0.025,-0.045,-0.095,-0.12,-0.084,-0.076
-0.056,0.0,0.055,0.028,-0.056,0.027,0.025,-0.045,-0.094,-0.12,-0.086,-0.075
-0.055,0.0,0.055,0.027,-0.055,0.027,0.025,-0.045,-0.09,-0.12,-0.09,-0.075
-0.055,0.0,0.055,0.027,-0.055,0.027,0.025,-0.045,-0.09,-0.12,-0.09,-0.075
-0.055,0.0,0.055,0.027,-0.055,0.027,0.025,-0.045,-0.09,-0.12,-0.09,-0.075
-0.055,0.0,0.055,0.027,-0.055,0.027,0.025,-0.045,-0.09,-0.12,-0.09,-0.075
-0.055,0.0,0.055,0.027,-0.055,0.027,0.025,-0.045,-0.09,-0.121,-0.09,-0.075
-0.055,0.0,0.055,0.027,-0.055,0.027,0.025,-0.045,-0.09,-0.125,-0.09,-0.075
-0.053,0.002,0.055,0.025,-0.054,0.028,0.025,-0.045,-0.086,-0.125,-0.09,-0.079
-0.066,-0.013,0.053,0.039,-0.059,0.02,0.025,-0.045,-0.085,-0.125,-0.09,-0.08
-0.067,-0.02,0.047,0.044,-0.057,0.013,0.025,-0.045,-0.085,-0.125,-0.09,-0.08
-0.069,-0.014,0.054,0.041,-0.061,0.02,0.025,-0.045,-0.085,-0.125,-0.09,-0.08
-0.09,-0.015,0.075,0.052,-0.082,0.03,0.025,-0.045,-0.085,-0.125,-0.09,-0.08
-0.087,-0.015,0.072,0.051,-0.079,0.028,0.025,-0.045,-0.081,-0.125,-0.09,-0.08
-0.081,-0.015,0.066,0.048,-0.073,0.026,0.025,-0.045,-0.08,-0.124,-0.089,-0.08
-0.078,-0.015,0.063,0.046,-0.07,0.024,0.025,-0.045,-0.08,-0.127,-0.092,-0.08
-0.074,-0.015,0.059,0.044,-0.066,0.022,0.025,-0.045,-0.08,-0.13,-0.095,-0.081
-0.07,-0.015,0.055,0.042,-0.062,0.02,0.025,-0.045,-0.08,-0.13,-0.095,-0.085
-0.066,-0.015,0.051,0.04,-0.058,0.018,0.025,-0.045,-0.08,-0.13,-0.095,-0.085
-0.062,-0.015,0.047,0.038,-0.054,0.016,0.025,-0.045,-0.08,-0.13,-0.095,-0.085
-0.058,-0.015,0.043,0.036,-0.05,0.014,0.025,-0.045,-0.08,-0.13,-0.095,-0.085
-0.054,-0.015,0.039,0.034,-0.046,0.011,0.025,-0.045,-0.08,-0.13,-0.095,-0.085
-0.05,-0.015,0.035,0.032,-0.042,0.01,0.025,-0.045,-0.08,-0.13,-0.095,-0.085
-0.051,-0.015,0.035,0.033,-0.042,0.01,0.025,-0.045,-0.08,-0.13,-0.095,-0.085
-0.044,-0.012,0.032,0.028,-0.038,0.01,0.025,-0.042,-0.08,-0.13,-0.095,-0.085
-0.039,-0.009,0.03,0.024,-0.035,0.01,0.025,-0.039,-0.08,-0.13,-0.095,-0.085
-0.039,-0.01,0.029,0.025,-0.034,0.009,0.025,-0.04,-0.08,-0.13,-0.095,-0.084
-0.035,-0.01,0.025,0.022,-0.03,0.007,0.025,-0.04,-0.08,-0.13,-0.095,-0.08
-0.035,-0.01,0.025,0.022,-0.03,0.007,0.025,-0.04,-0.08,-0.13,-0.095,-0.08
-0.033,-0.01,0.023,0.021,-0.028,0.006,0.025,-0.04,-0.08,-0.13,-0.098,-0.08
-0.027,-0.01,0.017,0.019,-0.022,0.004,0.025,-0.04,-0.08,-0.13,-0.101,-0.08
-0.025,-0.01,0.015,0.017,-0.02,0.002,0.025,-0.04,-0.08,-0.13,-0.1,-0.08
-0.025,-0.01,0.015,0.017,-0.02,0.002,0.025,-0.04,-0.08,-0.13,-0.1,-0.08
-0.021,-0.01,0.011,0.015,-0.016,0.0,0.025,-0.04,-0.08,-0.13,-0.1,-0.08
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.025,-0.04,-0.08,-0.13,-0.1,-0.08
-0.018,-0.01,0.008,0.014,-0.013,-0.001,0.025,-0.04,-0.08,-0.13,-0.1,-0.08
-0.014,-0.01,0.005,0.011,-0.01,-0.002,0.024,-0.04,-0.08,-0.13,-0.1,-0.08
-0.015,-0.01,0.005,0.012,-0.01,-0.002,0.02,-0.04,-0.08,-0.13,-0.1,-0.08
-0.019,-0.018,0.001,0.018,-0.01,-0.008,0.02,-0.036,-0.08,-0.13,-0.1,-0.08
-0.026,-0.026,0.0,0.026,-0.013,-0.013,0.02,-0.035,-0.08,-0.13,-0.099,-0.08
-0.034,-0.034,0.0,0.034,-0.017,-0.017,0.02,-0.035,-0.079,-0.13,-0.102,-0.08
-0.042,-0.042,0.0,0.042,-0.021,-0.021,0.02,-0.035,-0.081,-0.13,-0.105,-0.08
-0.045,-0.045,0.0,0.045,-0.022,-0.022,0.02,-0.035,-0.09,-0.13,-0.105,-0.08
-0.037,-0.037,0.0,0.037,-0.018,-0.018,0.02,-0.035,-0.094,-0.13,-0.105,-0.08
-0.032,-0.032,0.0,0.032,-0.016,-0.016,0.02,-0.035,-0.098,-0.13,-0.105,-0.08
-0.026,-0.026,0.0,0.026,-0.013,-0.013,0.02,-0.035,-0.1,-0.13,-0.105,-0.08
-0.019,-0.019,0.0,0.019,-0.009,-0.009,0.02,-0.035,-0.101,-0.13,-0.105,-0.08
-0.015,-0.015,0.0,0.015,-0.007,-0.007,0.02,-0.035,-0.105,-0.13,-0.105,-0.08
-0.007,-0.007,0.0,0.007,-0.003,-0.003,0.02,-0.035,-0.105,-0.13,-0.105,-0.08
-0.001,-0.002,-0.001,0.001,0.0,-0.001,0.021,-0.035,-0.108,-0.13,-0.105,-0.08
-0.002,0.002,0.003,0.0,-0.003,0.002,0.018,-0.035,-0.11,-0.13,-0.105,-0.08
-0.005,0.006,0.012,0.0,-0.009,0.008,0.015,-0.036,-0.111,-0.129,-0.106,-0.08
-0.005,0.01,0.015,-0.003,-0.01,0.012,0.015,-0.04,-0.12,-0.13,-0.11,-0.08
-0.005,0.014,0.019,-0.005,-0.012,0.016,0.015,-0.044,-0.124,-0.142,-0.11,-0.077
-0.005,0.018,0.023,-0.007,-0.014,0.02,0.015,-0.048,-0.128,-0.149,-0.109,-0.102
-0.005,0.022,0.027,-0.009,-0.016,0.024,0.015,-0.05,-0.13,-0.15,-0.112,-0.117
-0.006,0.026,0.031,-0.01,-0.019,0.028,0.015,-0.05,-0.13,-0.15,-0.115,-0.109
-0.01,0.025,0.035,-0.008,-0.023,0.03,0.015,-0.05,-0.13,-0.15,-0.115,-0.11
-0.014,0.017,0.031,-0.002,-0.023,0.023,0.015,-0.05,-0.13,-0.15,-0.115,-0.11
-0.019,0.012,0.03,0.004,-0.024,0.021,0.015,-0.05,-0.13,-0.15,-0.118,-0.11
-0.02,0.008,0.028,0.006,-0.024,0.018,0.015,-0.05,-0.13,-0.15,-0.12,-0.11
-0.021,0.004,0.025,0.008,-0.023,0.014,0.015,-0.05,-0.13,-0.15,-0.12,-0.11
-0.025,0.0,0.025,0.012,-0.025,0.012,0.015,-0.05,-0.13,-0.15,-0.12,-0.11
-0.025,-0.004,0.021,0.014,-0.022,0.008,0.015,-0.05,-0.13,-0.15,-0.12,-0.11
-0.028,-0.007,0.02,0.018,-0.024,0.006,0.012,-0.05,-0.13,-0.15,-0.123,-0.107
-0.032,-0.014,0.018,0.023,-0.025,0.002,0.009,-0.05,-0.13,-0.15,-0.126,-0.104
-0.036,-0.021,0.015,0.028,-0.025,-0.003,0.01,-0.05,-0.13,-0.15,-0.125,-0.105
-0.04,-0.025,0.015,0.032,-0.027,-0.005,0.01,-0.05,-0.13,-0.15,-0.125,-0.105
-0.044,-0.033,0.011,0.038,-0.027,-0.011,0.01,-0.054,-0.13,-0.154,-0.125,-0.105
-0.049,-0.039,0.01,0.044,-0.029,-0.014,0.011,-0.055,-0.13,-0.155,-0.125,-0.105
-0.048,-0.039,0.009,0.043,-0.028,-0.015,0.008,-0.055,-0.13,-0.155,-0.125,-0.105
-0.037,-0.033,0.004,0.035,-0.02,-0.015,0.005,-0.055,-0.13,-0.155,-0.125,-0.105
-0.035,-0.035,0.0,0.035,-0.017,-0.017,0.005,-0.055,-0.13,-0.155,-0.125,-0.105
-0.052,-0.056,-0.004,0.055,-0.024,-0.03,0.005,-0.055,-0.13,-0.155,-0.129,-0.101
-0.051,-0.059,-0.008,0.055,-0.021,-0.033,0.005,-0.055,-0.13,-0.155,-0.13,-0.1
-0.041,-0.054,-0.013,0.048,-0.014,-0.033,0.005,-0.055,-0.13,-0.155,-0.13,-0.1
-0.04,-0.054,-0.014,0.048,-0.012,-0.034,0.005,-0.055,-0.13,-0.155,-0.13,-0.1
-0.035,-0.05,-0.015,0.043,-0.01,-0.032,0.005,-0.055,-0.13,-0.155,-0.13,-0.1
-0.018,-0.05,-0.032,0.035,0.007,-0.041,0.001,-0.055,-0.13,-0.155,-0.13,-0.1
-0.015,-0.047,-0.031,0.032,0.008,-0.039,0.0,-0.055,-0.13,-0.155,-0.13,-0.1
-0.025,-0.045,-0.02,0.035,-0.002,-0.033,0.0,-0.054,-0.13,-0.155,-0.13,-0.1
-0.031,-0.044,-0.013,0.038,-0.009,-0.029,0.0,-0.056,-0.131,-0.156,-0.131,-0.1
-0.035,-0.04,-0.005,0.038,-0.015,-0.022,0.0,-0.065,-0.135,-0.16,-0.135,-0.1
-0.043,-0.04,0.003,0.041,-0.023,-0.018,0.0,-0.069,-0.139,-0.16,-0.135,-0.104
